d-12,d0,d12,d24,d36,d48,d60,d72,Load,T_conc,T_base,E_subg,E_base,E_conc
2.31881,3.70822,2.31878,1.57947,1.01838,0.611833,0.358765,0.242058,36000,400,700,1000,30,500
1.31515,2.69029,1.31501,0.759929,0.425085,0.224375,0.123408,0.0861014,36000,400,700,1000,70,500
0.435318,1.66175,0.434794,0.177266,0.0961253,0.0603313,0.0461346,0.0400051,36000,400,700,1000,350,500
0.236065,1.39386,0.235587,0.0867652,0.066205,0.0530544,0.0445347,0.0381409,36000,400,700,1000,1400,500
0.149131,1.27936,0.148875,0.0448037,0.0482324,0.0432095,0.038742,0.0336618,36000,400,700,1000,14000,500
1.71911,2.44319,1.71916,1.27219,0.896026,0.601082,0.395633,0.264306,36000,400,700,1000,30,1000
1.01684,1.73836,1.01675,0.66238,0.412366,0.242778,0.142263,0.0911474,36000,400,700,1000,70,1000
0.361252,1.00248,0.360706,0.181154,0.103537,0.0650064,0.0476483,0.0394553,36000,400,700,1000,350,1000
0.188291,0.78091,0.187844,0.0910785,0.0668328,0.0529475,0.044137,0.0377279,36000,400,700,1000,1400,1000
0.105198,0.671553,0.104952,0.0493498,0.0479603,0.0427078,0.0379692,0.033131,36000,400,700,1000,14000,1000
0.954573,1.17245,0.95466,0.794688,0.642203,0.504285,0.385755,0.284357,36000,400,700,1000,30,3500
0.599723,0.821265,0.599633,0.459365,0.339425,0.241865,0.16767,0.113068,36000,400,700,1000,70,3500
0.257067,0.457588,0.256434,0.168499,0.112023,0.0755485,0.0539604,0.0417459,36000,400,700,1000,350,3500
0.142213,0.323972,0.141785,0.0909811,0.0671593,0.0526318,0.0433508,0.0368968,36000,400,700,1000,1400,3500
0.0700134,0.233487,0.0697847,0.0488939,0.0445242,0.0397663,0.0353609,0.0311671,36000,400,700,1000,14000,3500
0.559732,0.625503,0.55929,0.501164,0.437969,0.372711,0.308246,0.245905,36000,400,700,1000,30,12000
0.357617,0.425258,0.356998,0.304666,0.252917,0.204026,0.160051,0.121239,36000,400,700,1000,70,12000
0.176071,0.239218,0.175487,0.137265,0.105758,0.0804933,0.061429,0.0473996,36000,400,700,1000,350,12000
0.110076,0.168184,0.109698,0.0835,0.065564,0.0524728,0.0431387,0.0362848,36000,400,700,1000,1400,12000
0.0531088,0.102289,0.0528931,0.0429156,0.0384632,0.0345242,0.030998,0.0277251,36000,400,700,1000,14000,12000
0.521957,0.578992,0.521535,0.470009,0.413195,0.353822,0.294663,0.236923,36000,400,700,1000,30,14000
0.335299,0.393676,0.334676,0.288383,0.241912,0.197289,0.156537,0.120026,36000,400,700,1000,70,14000
0.167455,0.222002,0.166899,0.132738,0.103891,0.0802026,0.0618712,0.0479978,36000,400,700,1000,350,14000
0.106318,0.156659,0.105952,0.0820441,0.0650486,0.0523555,0.0431136,0.036241,36000,400,700,1000,1400,14000
0.0514642,0.0938722,0.0512513,0.0420269,0.0376455,0.0338201,0.0303999,0.0272303,36000,400,700,1000,14000,14000
0.219338398,0.33286954,0.219347542,0.170803316,0.133768592,0.107007406,0.090023442,0.075599036,36000,450,700,20,30,500
0.167937942,0.28388818,0.1679448,0.129404872,0.104540304,0.087134954,0.07498207,0.063429642,36000,450,700,20,70,500
0.088683592,0.203924662,0.088717628,0.06967093,0.061444632,0.055553356,0.04882261,0.042196512,36000,450,700,20,350,500
0.054213252,0.166269924,0.054225952,0.046547532,0.043463464,0.03971544,0.035407346,0.030783022,36000,450,700,20,1400,500
0.027390344,0.142244064,0.027384248,0.018116118,0.017450283,0.016099358,0.014583689,0.01286416,36000,450,700,20,14000,500
0.162864546,0.218341956,0.162875468,0.134097522,0.110256066,0.092379038,0.078468982,0.064641476,36000,450,700,20,30,1000
0.13210286,0.188417708,0.132121148,0.10856849,0.091272106,0.078383384,0.06782689,0.05664454,36000,450,700,20,70,1000
0.07626858,0.13248005,0.076281534,0.063708534,0.056850026,0.051063652,0.045261276,0.038795198,36000,450,700,20,350,1000
0.046722792,0.100352606,0.046679612,0.041224962,0.038289992,0.034906712,0.031226506,0.027164284,36000,450,700,20,1400,1000
0.021521903,0.078091538,0.021516315,0.016850893,0.016047212,0.014809749,0.013391286,0.011832488,36000,450,700,20,14000,1000
0.09179052,0.106130344,0.09179433,0.083219544,0.07559421,0.067572636,0.058772044,0.049178464,36000,450,700,20,30,3500
0.080708754,0.09439148,0.080697324,0.073956672,0.067663568,0.06080125,0.053298598,0.045086016,36000,450,700,20,70,3500
0.057894728,0.07137019,0.057812686,0.052648612,0.04813554,0.043426634,0.038311328,0.032896556,36000,450,700,20,350,3500
0.036213542,0.049964848,0.036132008,0.032767778,0.030169358,0.027420824,0.024494185,0.021426805,36000,450,700,20,1400,3500
0.014817014,0.030276546,0.014810334,0.012867513,0.012104878,0.01118677,0.010158501,0.009071102,36000,450,700,20,14000,3500
0.054871874,0.058344816,0.054820312,0.051540918,0.047475394,0.042698924,0.037417248,0.031799022,36000,450,700,20,30,12000
0.051334416,0.054018942,0.051223418,0.0484124,0.04485005,0.040605964,0.03584575,0.030705044,36000,450,700,20,70,12000
0.041910762,0.044887642,0.041794684,0.03925443,0.036281868,0.032871664,0.029120084,0.025092584,36000,450,700,20,350,12000
0.027629866,0.031450788,0.02756281,0.025548844,0.023544555,0.021367953,0.019062243,0.016666108,36000,450,700,20,1400,12000
0.009675851,0.014277924,0.009665005,0.008686089,0.00810702,0.007498639,0.006865823,0.006207836,36000,450,700,20,14000,12000
0.050905156,0.054029356,0.050856642,0.047845726,0.044100496,0.039696898,0.034832544,0.029660342,36000,450,700,20,30,14000
0.047850044,0.050300128,0.047748444,0.045157644,0.041865042,0.037938202,0.033534096,0.028785312,36000,450,700,20,70,14000
0.03972687,0.042349928,0.03962019,0.037276532,0.03448939,0.031265876,0.027717242,0.0239141,36000,450,700,20,350,14000
0.02653919,0.02983992,0.026474928,0.024598528,0.022684562,0.02059366,0.018371185,0.016061792,36000,450,700,20,1400,14000
0.009174277,0.013140538,0.009163355,0.008258226,0.007700899,0.00712277,0.006526073,0.005911494,36000,450,700,20,14000,14000
0.21320125,0.33043876,0.21320379,0.16120872,0.12053062,0.08992616,0.071403464,0.060814712,36000,450,700,50,30,500
0.155744164,0.27720544,0.155748228,0.113218722,0.085442552,0.066825876,0.055378604,0.047148496,36000,450,700,50,70,500
0.079744062,0.197930008,0.079767684,0.057466738,0.048353726,0.041631616,0.036259516,0.030804612,36000,450,700,50,350,500
0.0481076,0.162664648,0.048091344,0.037311838,0.034180018,0.030809692,0.0271272,0.023422966,36000,450,700,50,1400,500
0.025741376,0.140916406,0.0257302,0.015881477,0.015325268,0.014095603,0.01272634,0.011193628,36000,450,700,50,14000,500
0.157309058,0.21582634,0.157318456,0.126562358,0.10003155,0.078729078,0.063490856,0.051499516,36000,450,700,50,30,1000
0.121269506,0.18203926,0.121282968,0.094929198,0.075055476,0.060473082,0.050395886,0.0419608,36000,450,700,50,70,1000
0.067804538,0.126940056,0.067817238,0.052900834,0.04511675,0.03934841,0.034216848,0.029011118,36000,450,700,50,350,1000
0.040471852,0.097053908,0.040456104,0.033801812,0.030865318,0.027866086,0.024661952,0.021318118,36000,450,700,50,1400,1000
0.01982282,0.076779628,0.019813168,0.014952777,0.014229359,0.013081533,0.011796319,0.0103854,36000,450,700,50,14000,1000
0.08765794,0.103718868,0.087666068,0.07740904,0.06758305,0.058269886,0.049211738,0.039973504,36000,450,700,50,30,3500
0.072447912,0.088961722,0.072458834,0.063057024,0.054830218,0.047591218,0.040683942,0.03370834,36000,450,700,50,70,3500
0.049932844,0.065995296,0.049904396,0.043683936,0.03880866,0.03431413,0.02987802,0.025301524,36000,450,700,50,350,3500
0.031643574,0.046949614,0.031576264,0.02785872,0.025305156,0.022779761,0.020205827,0.017541367,36000,450,700,50,1400,3500
0.013666216,0.029338778,0.013653389,0.01171514,0.01099251,0.010131654,0.009172677,0.008164957,36000,450,700,50,14000,3500
0.051583336,0.055882032,0.051550316,0.047925482,0.043679364,0.038871652,0.033659064,0.0281813,36000,450,700,50,30,12000
0.044374816,0.048358806,0.044304204,0.041161716,0.037568886,0.033540954,0.029206698,0.024686311,36000,450,700,50,70,12000
0.035670744,0.039269924,0.035561524,0.032976312,0.030146244,0.027045158,0.023753851,0.020314183,36000,450,700,50,350,12000
0.02445037,0.028672028,0.024381358,0.022324771,0.020396022,0.018383834,0.016301796,0.014175867,36000,450,700,50,1400,12000
0.009120581,0.013742035,0.009106357,0.008136636,0.007572604,0.00698848,0.006382055,0.005756402,36000,450,700,50,14000,12000
0.047989998,0.051723798,0.04795647,0.044687744,0.040808402,0.036394644,0.03159379,0.026544016,36000,450,700,50,30,14000
0.041576498,0.044985178,0.041506394,0.038666166,0.03536061,0.031626302,0.027595068,0.023381437,36000,450,700,50,70,14000
0.033915858,0.036971478,0.033811464,0.03145917,0.028825698,0.025900634,0.022777475,0.019509765,36000,450,700,50,350,14000
0.023532948,0.027151076,0.023465739,0.0215662,0.01973039,0.017792827,0.01578356,0.013730275,36000,450,700,50,1400,14000
0.008670519,0.012651334,0.008656396,0.007759446,0.007216724,0.006658127,0.00608551,0.005497957,36000,450,700,50,14000,14000
0.211074,0.3294888,0.21107654,0.158147512,0.116679472,0.085261704,0.066242438,0.05621147,36000,450,700,70,30,500
0.151327358,0.27442668,0.151330152,0.10755376,0.079360004,0.060174886,0.049318164,0.041851834,36000,450,700,70,70,500
0.07582789,0.195189348,0.07584948,0.052745386,0.04303903,0.036843716,0.03153664,0.026462482,36000,450,700,70,350,500
0.045848016,0.161005774,0.045830998,0.033771078,0.030672786,0.027483308,0.024116182,0.020487056,36000,450,700,70,1400,500
0.025023496,0.140338048,0.025009653,0.014910841,0.014392021,0.01321816,0.011912448,0.010460558,36000,450,700,70,14000,500
0.155504388,0.21489162,0.155513786,0.124206,0.097145856,0.075183746,0.05958332,0.047966122,36000,450,700,70,30,1000
0.117375178,0.17948656,0.11738864,0.090290142,0.06982587,0.05482844,0.044797472,0.037147754,36000,450,700,70,70,1000
0.064219328,0.12443714,0.064233298,0.04876292,0.040587422,0.034726118,0.030038294,0.025404572,36000,450,700,70,350,1000
0.038263322,0.095599758,0.038240462,0.030858206,0.027883358,0.025027026,0.022031071,0.018982614,36000,450,700,70,1400,1000
0.019111163,0.076205334,0.019098387,0.014110564,0.013425602,0.012315241,0.011094847,0.009749638,36000,450,700,70,14000,1000
0.086387432,0.102875588,0.086396322,0.07580503,0.065649602,0.056046624,0.046950122,0.037880544,36000,450,700,70,30,3500
0.069732144,0.086962742,0.069746368,0.05986907,0.051082448,0.043457368,0.036673536,0.030022546,36000,450,700,70,70,3500
0.046990762,0.063717678,0.046971458,0.040212264,0.035157918,0.030734,0.026585672,0.022411131,36000,450,700,70,350,3500
0.02978023,0.04559808,0.029719778,0.02582418,0.023251338,0.020832928,0.018396788,0.015930855,36000,450,700,70,1400,3500
0.013152247,0.02892679,0.013136524,0.011192027,0.010484841,0.009651009,0.008725916,0.007756677,36000,450,700,70,14000,3500
0.050658776,0.055161434,0.050628296,0.046903894,0.04260342,0.037780468,0.032603694,0.02718308,36000,450,700,70,30,12000
0.042247058,0.046709584,0.042190924,0.038840918,0.035164776,0.031163514,0.02694051,0.022587204,36000,450,700,70,70,12000
0.033178242,0.03725672,0.033077912,0.030425898,0.027636216,0.024657939,0.021560485,0.018368569,36000,450,700,70,350,12000
0.023086314,0.027494738,0.023015956,0.020919719,0.019016701,0.017073956,0.015097074,0.013093675,36000,450,700,70,1400,12000
0.008859164,0.013492988,0.008843213,0.007875321,0.007319467,0.006746189,0.006153201,0.005543321,36000,450,700,70,14000,12000
0.047133764,0.051051206,0.04710303,0.043764962,0.039852854,0.035428174,0.030660594,0.02566035,36000,450,700,70,30,14000
0.039590472,0.043405298,0.039533322,0.036542726,0.033184338,0.02948178,0.025552146,0.021489518,36000,450,700,70,70,14000
0.022234169,0.026006044,0.022165361,0.020238974,0.018429275,0.016560648,0.014648637,0.012710922,36000,450,700,70,350,14000
0.031568644,0.034998914,0.031469584,0.029076396,0.026489406,0.023683849,0.020743926,0.017703825,36000,450,700,70,1400,14000
0.008431657,0.012422607,0.008415884,0.007521473,0.006985711,0.006436792,0.005876366,0.005302174,36000,450,700,500,14000,14000
0.201112374,0.32500316,0.201114152,0.14475587,0.10098278,0.067091052,0.045376592,0.034268156,36000,450,700,500,30,500
0.129393442,0.26008838,0.129392426,0.081705704,0.051382168,0.03213354,0.021728074,0.017851653,36000,450,700,500,70,500
0.051005994,0.174791116,0.050994056,0.025240717,0.016525748,0.011852707,0.009230284,0.007741209,36000,450,700,500,350,500
0.030012132,0.148155914,0.02996438,0.013950163,0.01118649,0.009369704,0.007839862,0.006550127,36000,450,700,500,1400,500
0.019332321,0.135696452,0.01930212,0.007305599,0.007143039,0.006541618,0.005872886,0.005115204,36000,450,700,500,14000,500
0.14732635,0.210448652,0.147338288,0.113983516,0.085292946,0.061935614,0.044925488,0.03332861,36000,450,700,500,30,1000
0.0983615,0.165661848,0.098371406,0.0688467,0.047197264,0.031678626,0.021987637,0.016301136,36000,450,700,500,70,1000
0.041651936,0.105552748,0.04163822,0.024476151,0.016470046,0.011874221,0.009394139,0.007788681,36000,450,700,500,350,1000
0.023755807,0.08378825,0.023694695,0.013686612,0.01087755,0.00899734,0.007596556,0.006460515,36000,450,700,500,1400,1000
0.013604291,0.071868792,0.013575513,0.007358177,0.00692404,0.006259144,0.00557436,0.004835906,36000,450,700,500,14000,1000
0.080897984,0.099027742,0.080910176,0.069341492,0.058268362,0.048023018,0.03878961,0.030265116,36000,450,700,500,30,3500
0.056755792,0.076613258,0.056765952,0.045747432,0.036102798,0.027829256,0.021167344,0.015790215,36000,450,700,500,70,3500
0.028978606,0.048322484,0.028938982,0.021192973,0.015881375,0.012062968,0.009490304,0.007669352,36000,450,700,500,350,3500
0.017543526,0.035545268,0.017485868,0.012703835,0.010228809,0.008479079,0.007155332,0.006063844,36000,450,700,500,1400,3500
0.008800084,0.025385243,0.008773109,0.006593688,0.006046267,0.005462803,0.004876317,0.004279214,36000,450,700,500,14000,3500
0.046969934,0.052193698,0.046949106,0.042870628,0.038371272,0.033518094,0.028505404,0.023385018,36000,450,700,500,30,12000
0.033560258,0.039362126,0.03352292,0.029557218,0.025527,0.021540241,0.017737811,0.01414526,36000,450,700,500,70,12000
0.019658609,0.025428194,0.019585051,0.016392042,0.01362141,0.011197361,0.009151569,0.007414336,36000,450,700,500,350,12000
0.013407288,0.018877204,0.013348005,0.011025962,0.009297213,0.007869225,0.006688176,0.005673039,36000,450,700,500,1400,12000
0.006283452,0.011177422,0.00626143,0.005281955,0.004805832,0.004354525,0.003920287,0.003493922,36000,450,700,500,14000,12000
0.043720766,0.048245014,0.043697144,0.040086026,0.036021264,0.03160522,0.026981912,0.02225642,36000,450,700,500,30,14000
0.031395162,0.036387024,0.031355284,0.027852116,0.024238306,0.020609662,0.01709862,0.013736015,36000,450,700,500,70,14000
0.018668009,0.023622559,0.018596889,0.015754858,0.013230555,0.01097473,0.009030284,0.007345807,36000,450,700,500,350,14000
0.01292479,0.017635245,0.012867894,0.010760024,0.00913605,0.007764882,0.006611493,0.005611012,36000,450,700,500,1400,14000
0.006038088,0.010240442,0.00601665,0.005118354,0.004653788,0.004219677,0.003801313,0.003392068,36000,450,700,1000,14000,14000
7.83896,12.7547,7.83899,5.59071,3.84993,2.49699,1.61537,1.16042,36000,450,700,1000,30,14000
0.124734828,0.25663652,0.12472924,0.076397104,0.045962824,0.026691336,0.015957499,0.012268327,36000,450,700,1000,70,14000
0.044809664,0.168804082,0.044784264,0.019136741,0.010884154,0.007164527,0.005057115,0.004570222,36000,450,700,1000,350,14000
0.025096699,0.143762984,0.025052503,0.00899287,0.006580505,0.005411089,0.004531106,0.003758057,36000,450,700,1000,1400,14000
0.017069664,0.133604762,0.017047972,0.00458056,0.004616425,0.004178071,0.003774516,0.003301136,36000,450,700,1000,14000,14000
0.14550771,0.209441542,0.145518378,0.111785908,0.08282051,0.059266836,0.041946068,0.030098492,36000,450,700,1000,30,500
0.094251018,0.162332924,0.094255336,0.064420242,0.042787062,0.027118818,0.017428896,0.011922277,36000,450,700,1000,70,500
0.035908488,0.100025454,0.035879278,0.018872022,0.011288598,0.007115607,0.005418506,0.004517288,36000,450,700,1000,350,500
0.019273571,0.07977632,0.019222771,0.00913097,0.006645529,0.005275047,0.004366946,0.003740633,36000,450,700,1000,1400,500
0.011322533,0.069963284,0.011299546,0.004808906,0.004525823,0.004063848,0.003602863,0.003123946,36000,450,700,1000,14000,500
0.079684626,0.098151696,0.079696056,0.067976496,0.056758078,0.046411896,0.037140388,0.028679902,36000,450,700,1000,30,1000
0.053834792,0.074025506,0.05383784,0.04267962,0.032998664,0.024780723,0.018196662,0.013034747,36000,450,700,1000,70,1000
0.024226698,0.043723306,0.024181232,0.01652364,0.01147318,0.007989164,0.005880405,0.004632681,36000,450,700,1000,350,1000
0.013721867,0.031879032,0.013676554,0.008895055,0.006631178,0.005211978,0.004283177,0.003599993,36000,450,700,1000,1400,1000
0.006904228,0.023717402,0.006884772,0.004636033,0.004193337,0.003728034,0.003310611,0.002890037,36000,450,700,1000,14000,1000
0.046187106,0.051542188,0.046166532,0.042020998,0.037482526,0.032622744,0.027640534,0.022577222,36000,450,700,1000,30,3500
0.03161665,0.037610288,0.03158236,0.027542744,0.023500029,0.019548475,0.015838907,0.012422835,36000,450,700,1000,70,3500
0.016089249,0.022070797,0.016028162,0.01285146,0.010210292,0.008004378,0.006250051,0.00487078,36000,450,700,1000,350,3500
0.010215601,0.015885236,0.010177856,0.007893533,0.006313932,0.005115484,0.004218203,0.00353347,36000,450,700,1000,1400,3500
0.004985537,0.009997923,0.004966716,0.003977767,0.003550869,0.003178353,0.002839949,0.002519296,36000,450,700,1000,14000,3500
0.04299331,0.047631604,0.042970704,0.03930523,0.035212274,0.030795468,0.026202386,0.021526144,36000,450,700,1000,30,12000
0.029560266,0.034724594,0.02952369,0.02596134,0.022336404,0.018741212,0.015323947,0.012128906,36000,450,700,1000,70,12000
0.015236165,0.020381087,0.015178405,0.012354255,0.009954616,0.007901686,0.006232119,0.004886782,36000,450,700,1000,350,12000
0.009824212,0.014719021,0.009788474,0.007718958,0.006238748,0.005084547,0.00420657,0.003522193,36000,450,700,1000,1400,12000
0.004809668,0.009123756,0.004791075,0.003886632,0.003468395,0.003104947,0.002777744,0.002467803,36000,450,700,1000,14000,12000
7.59242,11.9534,7.59304,5.97934,4.74363,3.82624,3.2284,2.68276,36000,500,700,20,30,500
5.92953,10.4168,5.93005,4.60404,3.75611,3.1544,2.72181,2.29261,36000,500,700,20,70,500
3.26583,7.83116,3.26714,2.53157,2.23391,2.01882,1.77436,1.5364,36000,500,700,20,350,500
2.02173,6.53201,2.02095,1.67871,1.56385,1.43024,1.27762,1.11285,36000,500,700,20,1400,500
1.11903,5.70731,1.11898,0.678526,0.645849,0.597754,0.539393,0.47721,36000,500,700,20,14000,500
5.55,7.66794,5.55052,4.61836,3.85224,3.25979,2.77714,2.29423,36000,500,700,20,30,1000
4.56765,6.73218,4.56849,3.78777,3.22569,2.80445,2.42997,2.02861,36000,500,700,20,70,1000
2.75187,4.95741,2.75228,2.29826,2.05538,1.85004,1.63853,1.4038,36000,500,700,20,350,1000
1.70449,3.87376,1.70328,1.47917,1.3706,1.24935,1.11834,0.974768,36000,500,700,20,1400,1000
0.833289,3.10053,0.833022,0.621362,0.587641,0.544299,0.493304,0.436199,36000,500,700,20,14000,1000
3.1284,3.64577,3.12807,2.86309,2.60664,2.32641,2.02107,1.69367,36000,500,700,20,30,3500
2.76103,3.25595,2.75937,2.55747,2.35247,2.11796,1.8588,1.57705,36000,500,700,20,70,3500
2.03876,2.54609,2.035,1.86314,1.70876,1.54304,1.36363,1.17325,36000,500,700,20,350,3500
1.29448,1.84869,1.29157,1.16721,1.07413,0.976503,0.872512,0.764381,36000,500,700,20,1400,3500
0.544566,1.16886,0.544209,0.463678,0.434529,0.402187,0.36625,0.327708,36000,500,700,20,14000,3500
1.82245,1.96291,1.82076,1.70919,1.57441,1.41679,1.24318,1.05882,36000,500,700,20,30,12000
1.69594,1.80864,1.69243,1.59713,1.47977,1.34071,1.18609,1.0207,36000,500,700,20,70,12000
1.42193,1.5359,1.41818,1.3334,1.23459,1.12026,0.994446,0.860163,36000,500,700,20,350,12000
0.962435,1.11134,0.960099,0.89014,0.821488,0.746373,0.666779,0.58441,36000,500,700,20,1400,12000
0.347374,0.530256,0.346955,0.309292,0.288453,0.267032,0.245011,0.222218,36000,500,700,20,14000,12000
1.68091,1.80701,1.67937,1.57769,1.45461,1.31046,1.15169,0.983342,36000,500,700,20,30,14000
1.57124,1.67384,1.56817,1.48043,1.37237,1.24451,1.1023,0.950469,36000,500,700,20,70,14000
1.33905,1.43962,1.33571,1.25764,1.16565,1.05846,0.94039,0.814464,36000,500,700,20,350,14000
0.92015,1.04791,0.917919,0.853252,0.787829,0.716168,0.639995,0.561001,36000,500,700,20,1400,14000
0.347374,0.530256,0.346955,0.309292,0.288453,0.267032,0.245011,0.222218,36000,500,700,20,14000,14000
7.40799,11.8897,7.4084,5.68889,4.34185,3.30189,2.6211,2.18611,36000,500,700,50,30,14000
5.54175,10.213,5.54211,4.08166,3.12381,2.47062,2.04479,1.72914,36000,500,700,50,70,14000
2.97164,7.63267,2.9727,2.12078,1.78756,1.53791,1.34105,1.1469,36000,500,700,50,350,14000
1.84597,6.40504,1.84539,1.37057,1.25102,1.12994,0.993456,0.85996,36000,500,700,50,1400,14000
1.05824,5.6579,1.05795,0.598248,0.568993,0.525162,0.472462,0.418471,36000,500,700,50,14000,14000
5.3832,7.60181,5.38363,4.38925,3.54453,2.84481,2.30982,1.85741,36000,500,700,50,30,500
4.22432,6.54048,4.22497,3.3494,2.69386,2.19925,1.84075,1.52588,36000,500,700,50,70,500
2.46795,4.77738,2.46847,1.92999,1.65648,1.44763,1.26045,1.06775,36000,500,700,50,350,500
1.50224,3.7612,1.50144,1.23063,1.12183,1.0134,0.897771,0.778518,36000,500,700,50,1400,500
0.774353,3.05246,0.773857,0.553723,0.522713,0.482979,0.436486,0.384705,36000,500,700,50,14000,500
2.9904,3.57512,2.99043,2.67554,2.37004,2.06351,1.75252,1.43005,36000,500,700,50,30,1000
2.47954,3.0915,2.47954,2.18465,1.92769,1.68585,1.44666,1.20513,36000,500,700,50,70,1000
1.7644,2.36997,1.76288,1.55973,1.39702,1.24045,1.08284,0.92086,36000,500,700,50,350,1000
1.14195,1.7445,1.13933,1.00416,0.913182,0.822687,0.730772,0.636033,36000,500,700,50,1400,1000
0.505327,1.13606,0.504805,0.424174,0.396499,0.366278,0.332435,0.296648,36000,500,700,50,14000,1000
1.73356,1.89586,1.73229,1.61339,1.47514,1.31715,1.14598,0.965354,36000,500,700,50,30,3500
1.49348,1.6457,1.49093,1.38658,1.26848,1.1348,0.991056,0.841084,36000,500,700,50,70,3500
1.22675,1.36143,1.22293,1.13775,1.04444,0.94032,0.829033,0.712492,36000,500,700,50,350,3500
0.859615,1.02114,0.857102,0.786755,0.720862,0.651127,0.578751,0.505031,36000,500,700,50,1400,3500
0.328753,0.512032,0.328203,0.290951,0.270617,0.249978,0.228773,0.206972,36000,500,700,50,14000,3500
1.60336,1.74565,1.60212,1.49473,1.36894,1.22487,1.06831,0.903287,36000,500,700,50,30,12000
1.39124,1.52323,1.38888,1.29432,1.18598,1.0629,0.930042,0.791399,36000,500,700,50,70,12000
1.15974,1.27431,1.15616,1.07863,0.992007,0.894398,0.789655,0.679717,36000,500,700,50,350,12000
0.823857,0.961587,0.82143,0.756684,0.694212,0.627532,0.5581,0.487238,36000,500,700,50,1400,12000
0.311951,0.469557,0.311408,0.277277,0.25776,0.238076,0.218075,0.197644,36000,500,700,50,14000,12000
7.34437,11.8655,7.34478,5.59633,4.22534,3.15803,2.46268,2.03901,36000,500,700,70,30,500
5.4016,10.1352,5.40187,3.89772,2.92002,2.24648,1.83792,1.5406,36000,500,700,70,70,500
2.84164,7.54055,2.84258,1.96253,1.60378,1.37422,1.17426,0.988525,36000,500,700,70,350,500
1.77227,6.34756,1.77183,1.24768,1.12926,1.01692,0.890976,0.758247,36000,500,700,70,1400,500
1.03257,5.637,1.03215,0.563581,0.535706,0.49393,0.44401,0.392824,36000,500,700,70,14000,500
5.32943,7.57745,5.32985,4.3174,3.45601,2.73782,2.19319,1.75089,36000,500,700,70,30,1000
4.10148,6.46159,4.10215,3.19982,2.52439,2.01102,1.64974,1.35914,36000,500,700,70,70,1000
2.34696,4.69448,2.34756,1.78922,1.49967,1.28932,1.11528,0.942695,36000,500,700,70,350,1000
1.43055,3.71169,1.42947,1.13118,1.02078,0.916283,0.808536,0.699076,36000,500,700,70,1400,1000
0.749238,3.03202,0.748619,0.524383,0.494366,0.456388,0.412066,0.362596,36000,500,700,70,14000,1000
2.95029,3.55178,2.95037,2.62425,2.31012,1.99663,1.68619,1.36961,36000,500,700,70,30,3500
2.39214,3.03018,2.39235,2.07999,1.80393,1.55255,1.31575,1.08146,36000,500,700,70,70,3500
1.66467,2.29856,1.66342,1.44119,1.2736,1.12014,0.971796,0.822316,36000,500,700,70,350,3500
1.0796,1.69884,1.07733,0.93617,0.844668,0.757867,0.670455,0.582137,36000,500,700,70,1400,3500
0.488137,1.12183,0.487513,0.406572,0.379516,0.35019,0.317408,0.282883,36000,500,700,70,14000,3500
1.70738,1.87537,1.70621,1.58496,1.44554,1.28792,1.11744,0.93865,36000,500,700,70,30,12000
1.42925,1.59606,1.42702,1.31774,1.19783,1.06551,0.92449,0.77912,36000,500,700,70,70,12000
1.14761,1.29752,1.14383,1.0572,0.965606,0.865628,0.760259,0.651303,36000,500,700,70,350,12000
0.815533,0.983101,0.812938,0.741592,0.676716,0.609276,0.540241,0.47037,36000,500,700,70,1400,12000
0.320159,0.503748,0.319547,0.282405,0.26233,0.242035,0.221241,0.199947,36000,500,700,70,14000,12000
1.57981,1.7269,1.57864,1.46967,1.34298,1.1992,1.0433,0.879667,36000,500,700,70,30,14000
1.33251,1.47605,1.33047,1.23244,1.1231,1.00128,0.871111,0.736297,36000,500,700,70,70,14000
1.08633,1.21309,1.08275,1.00444,0.919586,0.825915,0.726572,0.623687,36000,500,700,70,350,14000
0.782218,0.924931,0.779714,0.714368,0.652972,0.588456,0.52216,0.454915,36000,500,700,70,1400,14000
0.30412,0.461967,0.303517,0.269494,0.250199,0.230849,0.211208,0.191215,36000,500,700,500,14000,14000
7.03981,11.7349,7.04011,5.17969,3.73712,2.58183,1.81415,1.36176,36000,500,700,500,30,500
4.68744,9.69563,4.6875,3.04042,1.99387,1.2878,0.876569,0.696993,36000,500,700,500,70,500
1.98255,6.83536,1.98212,0.990828,0.655059,0.467979,0.365394,0.303192,36000,500,700,500,350,500
1.21807,5.90668,1.21615,0.552104,0.432333,0.366986,0.306307,0.255754,36000,500,700,500,1400,500
0.837054,5.47281,0.836106,0.289799,0.273405,0.250303,0.225596,0.201209,36000,500,700,500,14000,500
5.07964,7.454,5.08016,4.00353,3.08987,2.32531,1.74077,1.3079,36000,500,700,500,30,1000
3.48946,6.04247,3.49001,2.49905,1.77684,1.24002,0.877307,0.642433,36000,500,700,500,70,1000
1.56916,4.05206,1.56866,0.939221,0.645302,0.470361,0.369587,0.305009,36000,500,700,500,350,1000
0.932999,3.30252,0.930552,0.529486,0.418501,0.347119,0.29354,0.250559,36000,500,700,500,1400,1000
0.562085,2.88209,0.561041,0.284517,0.262662,0.239012,0.212913,0.185717,36000,500,700,500,14000,1000
2.77809,3.43994,2.77831,2.41877,2.0769,1.7489,1.43828,1.14068,36000,500,700,500,30,3500
1.97697,2.71347,1.97719,1.62241,1.31399,1.04159,0.811422,0.615849,36000,500,700,500,70,3500
